hubmap_id,uuid,descendants,has_h5,exact_hubmap_id
HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,0d1eb3d774a694b79e844987f771b183,True,HBM689.ZKRJ.585
HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,107f237dc1c866e9e9b215c7354c8d6a,True,HBM297.XVDG.492
HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,0d1eb3d774a694b79e844987f771b183,True,HBM689.ZKRJ.585
HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,107f237dc1c866e9e9b215c7354c8d6a,True,HBM297.XVDG.492
HBM232.KNBD.954,4c4d0414f303303ca858da5a5d343f6a,82400009b02f7651f3edf5b292f7cd9a,True,HBM439.JPZX.574
HBM232.KNBD.954,4c4d0414f303303ca858da5a5d343f6a,82400009b02f7651f3edf5b292f7cd9a,True,HBM439.JPZX.574
HBM238.MHWZ.654,42a767c2036382d7f015989cad1ce138,704d16116f29994ab0e714f4afdb5516,True,HBM479.GMDK.586
HBM238.MHWZ.654,42a767c2036382d7f015989cad1ce138,704d16116f29994ab0e714f4afdb5516,True,HBM479.GMDK.586
HBM239.XXRN.647,397b6f876ec7976923650135481d08e5,dd3e6da115fd13eee62d9a4fba2324ae,True,HBM947.GLGL.465
HBM239.XXRN.647,397b6f876ec7976923650135481d08e5,dd3e6da115fd13eee62d9a4fba2324ae,True,HBM947.GLGL.465
HBM245.VSKK.846,e30d1d413f45c48edbfdf0ecf9d58dcc,7479e6dbfa3b3a8e1e2d4f78cbe0f9e4,True,HBM443.VNQV.892
HBM245.VSKK.846,e30d1d413f45c48edbfdf0ecf9d58dcc,7479e6dbfa3b3a8e1e2d4f78cbe0f9e4,True,HBM443.VNQV.892
HBM246.DMSS.835,05197e30394fd88affff0a9c214c8c4c,4b16c24a3997ea8754921b0f1d60bc4d,True,HBM244.QJFT.664
HBM252.BMWF.224,d34706323794467348995af37072b5ee,ac1d4544ab4886b851f74b2c21952378,True,HBM339.FPMK.994
HBM252.BMWF.224,d34706323794467348995af37072b5ee,ac1d4544ab4886b851f74b2c21952378,True,HBM339.FPMK.994
HBM255.HLNC.938,154ec6344a58e4acb15ad01977b84baf,eb961e5dc50239d35f5398903c64e2b9,True,HBM234.VNGB.747
HBM255.HLNC.938,154ec6344a58e4acb15ad01977b84baf,eb961e5dc50239d35f5398903c64e2b9,True,HBM234.VNGB.747
HBM256.KFVT.324,f37e71fbc717aac007cfc9efc6de2cf8,b5aaa0ff6cde445a6808dc03e27c9364,True,HBM574.MNBP.566
HBM257.DBNG.933,9e8d22618bc17f270c58b7bb2581ece4,a69367866979f878635b2b665a6a7e0c,True,HBM974.RQNL.845
HBM257.DBNG.933,9e8d22618bc17f270c58b7bb2581ece4,a69367866979f878635b2b665a6a7e0c,True,HBM974.RQNL.845
HBM257.JTGD.599,1fb5bcc68099ff64c34809153de0c5cc,969b81f6dfbc0ed1fc21b00e2997d441,True,HBM675.BNXN.855
HBM258.BWHR.287,7e39dcec932155b62e332ba7d3b18d35,19304b10d9e1f17af19cccb2feb014a5,True,HBM284.MNHF.223
HBM259.BPTK.843,f852d653926edb68292e39b95a3469cf,dd3e6da115fd13eee62d9a4fba2324ae,True,HBM947.GLGL.465
HBM259.BPTK.843,f852d653926edb68292e39b95a3469cf,dd3e6da115fd13eee62d9a4fba2324ae,True,HBM947.GLGL.465
HBM264.RWRW.668,c686b93a809ec1f54a0d96bc25d3d207,6cd63d0ee2c67c3be41e4be1522d9c07,True,HBM465.STNV.844
HBM264.RWRW.668,c686b93a809ec1f54a0d96bc25d3d207,9194b6a9ed87b1ce0a6744cc26bd3eca,True,HBM532.RKTB.483
HBM264.RWRW.668,c686b93a809ec1f54a0d96bc25d3d207,6cd63d0ee2c67c3be41e4be1522d9c07,True,HBM465.STNV.844
HBM264.RWRW.668,c686b93a809ec1f54a0d96bc25d3d207,9194b6a9ed87b1ce0a6744cc26bd3eca,True,HBM532.RKTB.483
HBM265.NXDR.935,4038c7a3510b38f0cd036aa4955246eb,33c0ce043ae331ea23fc80023428e534,True,HBM475.CVXD.875
HBM265.NXDR.935,4038c7a3510b38f0cd036aa4955246eb,33c0ce043ae331ea23fc80023428e534,True,HBM475.CVXD.875
HBM266.ZBKL.396,1ebb8c979c90d0c214f3ebc7aaaa2207,c40da13b509a43ba96d3a6832f79bf71,True,HBM463.SSWN.245
HBM276.BCVG.232,142dde4b515934bdd9384c2aea081ebb,d1e9f509063984326570cf603c5654f2,True,HBM545.NTKZ.536
HBM276.BCVG.232,142dde4b515934bdd9384c2aea081ebb,d1e9f509063984326570cf603c5654f2,True,HBM545.NTKZ.536
HBM277.KCLM.554,59da4436e52d9cacc743c1a9bbdd566f,d171ff8d83f707ecca64ff159c7160a7,True,HBM739.ZDLB.526
HBM283.GHKJ.532,be7059191ba49651655db7d333610ad2,f90ca327ace4f28721be1c39c77d8834,True,HBM563.ZTXJ.296
HBM283.GHKJ.532,be7059191ba49651655db7d333610ad2,f90ca327ace4f28721be1c39c77d8834,True,HBM563.ZTXJ.296
HBM288.RCTV.965,c5e4adcf2ef956864a087d1691e8e8cd,aa93e53df10842c13348a334c8fe423f,True,HBM236.KSJH.889
HBM288.RCTV.965,c5e4adcf2ef956864a087d1691e8e8cd,aa93e53df10842c13348a334c8fe423f,True,HBM236.KSJH.889
HBM296.PCFN.989,275c81f5f8b4f53f925f9742cb440efa,a69367866979f878635b2b665a6a7e0c,True,HBM974.RQNL.845
HBM296.PCFN.989,275c81f5f8b4f53f925f9742cb440efa,a69367866979f878635b2b665a6a7e0c,True,HBM974.RQNL.845
HBM298.KXFW.694,da37b64d6f5823747274c719cd590890,bbcad31a55b1710dd5f889be8f63b62b,True,HBM747.TCHW.829
HBM298.KXFW.694,da37b64d6f5823747274c719cd590890,bbcad31a55b1710dd5f889be8f63b62b,True,HBM747.TCHW.829
HBM328.FTJW.669,ade674f0277942c9a1297494fcf3511d,aa93e53df10842c13348a334c8fe423f,True,HBM236.KSJH.889
HBM328.FTJW.669,ade674f0277942c9a1297494fcf3511d,aa93e53df10842c13348a334c8fe423f,True,HBM236.KSJH.889
HBM335.XXBG.857,1e766956a9c48e8e61ffb1ab28e8e4e4,a69367866979f878635b2b665a6a7e0c,True,HBM974.RQNL.845
HBM335.XXBG.857,1e766956a9c48e8e61ffb1ab28e8e4e4,a69367866979f878635b2b665a6a7e0c,True,HBM974.RQNL.845
HBM342.MWMW.936,00d9d4bf8b010eaa6fca4361476cd2ad,8c5e705001d5cc1c40dbd963ad848486,True,HBM745.HTBD.332
HBM342.MWMW.936,00d9d4bf8b010eaa6fca4361476cd2ad,8c5e705001d5cc1c40dbd963ad848486,True,HBM745.HTBD.332
HBM344.HZNN.755,faa74840f52d939f81d3e31ff5f0c154,ae9d6066c8b680aa82e8da8a259fb429,True,HBM844.HZPP.455
HBM347.VDHS.379,26b642ddbae00e7ff6570ddd57557e26,79f087ae551dd72997f174646bb0d5e0,True,HBM963.KZKG.549
HBM349.KWMK.599,2746ce8d450265ace2c6aee762c8dfda,ac1d4544ab4886b851f74b2c21952378,True,HBM339.FPMK.994
HBM349.KWMK.599,2746ce8d450265ace2c6aee762c8dfda,ac1d4544ab4886b851f74b2c21952378,True,HBM339.FPMK.994
HBM349.XPRZ.258,d7bd2925c466eedc009c1cd272011529,ac1d4544ab4886b851f74b2c21952378,True,HBM339.FPMK.994
HBM349.XPRZ.258,d7bd2925c466eedc009c1cd272011529,ac1d4544ab4886b851f74b2c21952378,True,HBM339.FPMK.994
HBM359.CQKZ.649,ab3df69d522e29ca793bae7495e1b301,969b81f6dfbc0ed1fc21b00e2997d441,True,HBM675.BNXN.855
HBM363.LDZL.423,614073f249f8881b2fe4a29db6bea266,ac1d4544ab4886b851f74b2c21952378,True,HBM339.FPMK.994
HBM363.LDZL.423,614073f249f8881b2fe4a29db6bea266,ac1d4544ab4886b851f74b2c21952378,True,HBM339.FPMK.994
HBM363.NSBV.432,5a1449ecf5a58494e11ed7a78a7d104a,8c5e705001d5cc1c40dbd963ad848486,True,HBM745.HTBD.332
HBM363.NSBV.432,5a1449ecf5a58494e11ed7a78a7d104a,8c5e705001d5cc1c40dbd963ad848486,True,HBM745.HTBD.332
HBM366.RVSS.338,46f707a38043ac6d2cd6a3700979c8f8,fa9a13fa6cca3c96869930f0b483b484,True,HBM986.TMMG.663
HBM366.RVSS.338,46f707a38043ac6d2cd6a3700979c8f8,fa9a13fa6cca3c96869930f0b483b484,True,HBM986.TMMG.663
HBM368.FDDS.927,e4cb7061eafcb4605b138b56dd8b10c0,7479e6dbfa3b3a8e1e2d4f78cbe0f9e4,True,HBM443.VNQV.892
HBM368.FDDS.927,e4cb7061eafcb4605b138b56dd8b10c0,7479e6dbfa3b3a8e1e2d4f78cbe0f9e4,True,HBM443.VNQV.892
HBM368.QPXJ.543,e0d7eaffb0da948ed150d1cfc94db74b,969b81f6dfbc0ed1fc21b00e2997d441,True,HBM675.BNXN.855
HBM369.FCNZ.863,db9e2006effe3168b4b4f28b96e65d34,316772d6487538152b82e056fa74471d,True,HBM384.DLRM.527
HBM369.FCNZ.863,db9e2006effe3168b4b4f28b96e65d34,316772d6487538152b82e056fa74471d,True,HBM384.DLRM.527
HBM373.FNMG.689,7d59d1738906d1ffcdbb4888c21cce10,b30f6ae2e11e7537bcbe8a67ef6c61fe,True,HBM837.WLNG.477
HBM374.BXTC.899,fbecb40eb616c4b5434b5d04f950ffb0,d11c49c38ffba032b8a95e28a781f54b,True,HBM724.LVHJ.956
HBM374.BXTC.899,fbecb40eb616c4b5434b5d04f950ffb0,d11c49c38ffba032b8a95e28a781f54b,True,HBM724.LVHJ.956
HBM375.KNVL.645,af3e387f2441f172cbe7de29ea5c3c16,33c0ce043ae331ea23fc80023428e534,True,HBM475.CVXD.875
HBM375.KNVL.645,af3e387f2441f172cbe7de29ea5c3c16,33c0ce043ae331ea23fc80023428e534,True,HBM475.CVXD.875
HBM375.ZKZZ.765,cfc125d6d916f121e92a8406a0502a38,7017034c816444f6acb469834e53344f,True,HBM874.GLHT.852
HBM375.ZKZZ.765,cfc125d6d916f121e92a8406a0502a38,4fee7d4cc398bcb85e3c2a31b7baf999,True,HBM692.FLDL.779
HBM378.WGXD.394,e62b7f592efe97894de86cfabbfddde8,3d0bf870aaa607cd0bd0146a461ea0ac,True,HBM877.JFMS.222
HBM378.WGXD.394,e62b7f592efe97894de86cfabbfddde8,3d0bf870aaa607cd0bd0146a461ea0ac,True,HBM877.JFMS.222
HBM379.QCJT.435,2a599987cc11b2d575e4a17bd1605e80,e10f4899d35a9f39a2963fe9586b5fa4,True,HBM253.GTLF.654
HBM379.ZGKM.223,26dc619ecea3f40441064f18e1a8b879,7479e6dbfa3b3a8e1e2d4f78cbe0f9e4,True,HBM443.VNQV.892
HBM379.ZGKM.223,26dc619ecea3f40441064f18e1a8b879,7479e6dbfa3b3a8e1e2d4f78cbe0f9e4,True,HBM443.VNQV.892
HBM382.HNKL.447,9049f48b97dc5edc737b67783a47e918,e65175561b4b17da5352e3837aa0e497,True,HBM363.TBHH.346
HBM382.HNKL.447,9049f48b97dc5edc737b67783a47e918,5302ee81cb9692dfda92b2c5dad37198,True,HBM938.FTRX.289
HBM384.BWTV.862,bf8faee3a82026ccf2a65965fd158a1f,d1e9f509063984326570cf603c5654f2,True,HBM545.NTKZ.536
HBM384.BWTV.862,bf8faee3a82026ccf2a65965fd158a1f,d1e9f509063984326570cf603c5654f2,True,HBM545.NTKZ.536
HBM385.CJKX.252,37ff32a1868159ac3132808b2630259f,5f2a08b1c3ce5d7d880dd19b5eb9d04c,True,HBM225.KQHH.468
HBM386.CVHG.956,644e9e8c2e6dfb07223188b86eb17ed4,9457860c1b69f7ec3e51a6b648eabf13,True,HBM993.ZNNJ.876
HBM386.CVHG.956,644e9e8c2e6dfb07223188b86eb17ed4,9457860c1b69f7ec3e51a6b648eabf13,True,HBM993.ZNNJ.876
HBM388.JGKV.766,4ea28b66fb08185a484df0fa0b9543dc,4608ccb9df2505ed8f3ffe02451b4a19,True,HBM886.XJSL.755
HBM388.ZSNN.945,756a0eed9508a9b96a0276b8a7a6d7e2,9e91d1be412466551533cce5594450cb,True,HBM888.CHTX.783
HBM389.FGMD.644,d615cc96a8606bb6819bed2a8d7f24ac,f7a8e78dea9cf70735059e8b4a179701,True,HBM475.FWNZ.942
HBM393.CCBZ.572,ba35e752b5c6b18f75753e76774dda65,e35c788dcdcb18c64ad300097b0b863c,True,HBM349.BJZL.272
HBM393.CCBZ.572,ba35e752b5c6b18f75753e76774dda65,e35c788dcdcb18c64ad300097b0b863c,True,HBM349.BJZL.272
HBM393.NWNB.684,026ab5fb8cf7681220b423d453a583aa,7479e6dbfa3b3a8e1e2d4f78cbe0f9e4,True,HBM443.VNQV.892
HBM393.NWNB.684,026ab5fb8cf7681220b423d453a583aa,7479e6dbfa3b3a8e1e2d4f78cbe0f9e4,True,HBM443.VNQV.892
HBM394.VPCK.634,7836f1c899015976a0fee6c1f6c03963,86ad3859bb98f5d35e5f2ce553e64164,True,HBM987.RLTF.378
HBM394.VPCK.634,7836f1c899015976a0fee6c1f6c03963,86ad3859bb98f5d35e5f2ce553e64164,True,HBM987.RLTF.378
HBM396.JHNS.692,055730a8c5486ec9bf66af90102e5626,5d59784e70a74d4f44c729afff22668c,True,HBM244.WRXM.247
HBM396.JHNS.692,055730a8c5486ec9bf66af90102e5626,5d59784e70a74d4f44c729afff22668c,True,HBM244.WRXM.247
HBM396.QSCB.763,737617c116e94ded77b9de7611c469e9,d1e9f509063984326570cf603c5654f2,True,HBM545.NTKZ.536
HBM396.QSCB.763,737617c116e94ded77b9de7611c469e9,d1e9f509063984326570cf603c5654f2,True,HBM545.NTKZ.536
HBM398.CFZH.458,8fcb96b98c87178e2666435a3b3a5350,33c0ce043ae331ea23fc80023428e534,True,HBM475.CVXD.875
HBM398.CFZH.458,8fcb96b98c87178e2666435a3b3a5350,33c0ce043ae331ea23fc80023428e534,True,HBM475.CVXD.875
HBM398.ZSNW.578,d74c1643f3f4c22a4758e5931029ed75,ee6e44b3e6cb77ef1806e722390a01a8,True,HBM364.ZLDR.283
HBM399.TFTQ.282,4ea7a4cf1a6ff0df0cc33c1236633112,434fbc55d458dc4e06da9ba4961f3840,True,HBM292.MTQK.563
HBM399.TFTQ.282,4ea7a4cf1a6ff0df0cc33c1236633112,71e7e38c9d8a2f211e3ef47d7b8f3fe6,True,HBM476.ZWMS.768
HBM399.TFTQ.282,4ea7a4cf1a6ff0df0cc33c1236633112,434fbc55d458dc4e06da9ba4961f3840,True,HBM292.MTQK.563
HBM399.TFTQ.282,4ea7a4cf1a6ff0df0cc33c1236633112,71e7e38c9d8a2f211e3ef47d7b8f3fe6,True,HBM476.ZWMS.768
HBM422.MKWK.448,0a89c78b2de4c454c6df0a6e17ff17b6,a69367866979f878635b2b665a6a7e0c,True,HBM974.RQNL.845
HBM422.MKWK.448,0a89c78b2de4c454c6df0a6e17ff17b6,a69367866979f878635b2b665a6a7e0c,True,HBM974.RQNL.845
HBM425.MSBX.963,bfa9c4267a38dd190adbaf134364e876,611d301d6755508efd91a6d924d7c400,True,HBM837.HQNL.776
HBM425.MSBX.963,bfa9c4267a38dd190adbaf134364e876,611d301d6755508efd91a6d924d7c400,True,HBM837.HQNL.776
HBM425.ZCSZ.825,d31aa4d63ee3f71965fc7bccb3ef3d02,85dcbf66b078d61015a6e1c1f971d7d8,True,HBM497.WQJW.847
HBM425.ZCSZ.825,d31aa4d63ee3f71965fc7bccb3ef3d02,85dcbf66b078d61015a6e1c1f971d7d8,True,HBM497.WQJW.847
HBM426.HLCN.236,639de42ac2f34ff8a03940b7161f1ead,813af4ad3207830e0e7b2559413028bf,True,HBM793.QCGM.999
HBM426.HLCN.236,639de42ac2f34ff8a03940b7161f1ead,813af4ad3207830e0e7b2559413028bf,True,HBM793.QCGM.999
HBM428.GPCD.698,6acf389e79b08bdd4c7f94019348868e,c40da13b509a43ba96d3a6832f79bf71,True,HBM463.SSWN.245
HBM432.BPZM.698,cd887a6beabc794992876ad7ee591f69,9fe24e50c8b8b77d86900ee4beecef69,True,HBM722.TVXP.469
HBM432.BPZM.698,cd887a6beabc794992876ad7ee591f69,323c68262eb07f786041b6253e9e83ca,True,HBM679.ZVHH.999
HBM432.BPZM.698,cd887a6beabc794992876ad7ee591f69,9fe24e50c8b8b77d86900ee4beecef69,True,HBM722.TVXP.469
HBM432.BPZM.698,cd887a6beabc794992876ad7ee591f69,323c68262eb07f786041b6253e9e83ca,True,HBM679.ZVHH.999
HBM432.RXTV.994,68e6dfa4807ca615883f73a5067115cb,9aed52d22e30b893045fd1f79b3663fb,True,HBM744.FNLN.846
HBM433.XXZF.683,4d3eb2a87cda705bde38495bb564c8dc,f90ca327ace4f28721be1c39c77d8834,True,HBM563.ZTXJ.296
HBM433.XXZF.683,4d3eb2a87cda705bde38495bb564c8dc,f90ca327ace4f28721be1c39c77d8834,True,HBM563.ZTXJ.296
HBM434.GKNQ.757,a9de37eaa11fc1aeba7845119ce3f314,9b20142483d5714c66885b690c00af4f,True,HBM776.NXCC.553
HBM434.NVPJ.787,324e4aa3c65fd6644234bbfd61b358de,eb961e5dc50239d35f5398903c64e2b9,True,HBM234.VNGB.747
HBM434.NVPJ.787,324e4aa3c65fd6644234bbfd61b358de,eb961e5dc50239d35f5398903c64e2b9,True,HBM234.VNGB.747
HBM435.WLKV.658,eea962dabda0cec78f8f909494e0e775,4608ccb9df2505ed8f3ffe02451b4a19,True,HBM886.XJSL.755
HBM442.GZFZ.522,4c5234a24a4a21ca98f74d15b3dfb4a7,f846d8a192affe8580eacd18e4e27897,True,HBM672.CMLP.763
HBM442.HSFZ.838,5db7806bf62bf80bdd9a17199d6d2b08,d1e9f509063984326570cf603c5654f2,True,HBM545.NTKZ.536
HBM442.HSFZ.838,5db7806bf62bf80bdd9a17199d6d2b08,d1e9f509063984326570cf603c5654f2,True,HBM545.NTKZ.536
HBM442.SBCR.983,d7d67aebcb007199c87fce9b7fb4ce62,76b410b314b455d86dfa098c97b8acf6,True,HBM786.HSRC.868
HBM442.SBCR.983,d7d67aebcb007199c87fce9b7fb4ce62,76b410b314b455d86dfa098c97b8acf6,True,HBM786.HSRC.868
HBM442.ZDMV.523,973b5f2ce28a818e31d6148147feb6fc,fa9a13fa6cca3c96869930f0b483b484,True,HBM986.TMMG.663
HBM442.ZDMV.523,973b5f2ce28a818e31d6148147feb6fc,fa9a13fa6cca3c96869930f0b483b484,True,HBM986.TMMG.663
HBM443.TQKQ.624,52fab90faa97ba44dfde29e1fe740f48,5d59784e70a74d4f44c729afff22668c,True,HBM244.WRXM.247
HBM443.TQKQ.624,52fab90faa97ba44dfde29e1fe740f48,5d59784e70a74d4f44c729afff22668c,True,HBM244.WRXM.247
HBM444.BXPJ.728,1e56c595c3f0e1cf126a80e00fd31c54,33c0ce043ae331ea23fc80023428e534,True,HBM475.CVXD.875
HBM444.BXPJ.728,1e56c595c3f0e1cf126a80e00fd31c54,33c0ce043ae331ea23fc80023428e534,True,HBM475.CVXD.875
HBM445.NPKW.958,6f87add44880de684e6a9a5625344bbb,aa93e53df10842c13348a334c8fe423f,True,HBM236.KSJH.889
HBM445.NPKW.958,6f87add44880de684e6a9a5625344bbb,aa93e53df10842c13348a334c8fe423f,True,HBM236.KSJH.889
HBM446.FXTJ.757,dd7adfb071228435eb2bb1699148a1de,c40da13b509a43ba96d3a6832f79bf71,True,HBM463.SSWN.245
HBM453.SZCH.656,5f13e1e3140b58650018ec44ecad720c,eb961e5dc50239d35f5398903c64e2b9,True,HBM234.VNGB.747
HBM453.SZCH.656,5f13e1e3140b58650018ec44ecad720c,eb961e5dc50239d35f5398903c64e2b9,True,HBM234.VNGB.747
HBM458.TNQX.264,5675bd912880943c5d1a685689583ab2,18b8ab61674cf05024456cde49ac67bb,True,HBM982.WTGZ.866
HBM459.BBRT.432,ae97b76308cc66379e3cab55ca3c86ad,704d16116f29994ab0e714f4afdb5516,True,HBM479.GMDK.586
HBM459.BBRT.432,ae97b76308cc66379e3cab55ca3c86ad,704d16116f29994ab0e714f4afdb5516,True,HBM479.GMDK.586
HBM462.BPNZ.799,63c9ad59d1db51551989d7dabd36dea9,f90ca327ace4f28721be1c39c77d8834,True,HBM563.ZTXJ.296
HBM462.BPNZ.799,63c9ad59d1db51551989d7dabd36dea9,f90ca327ace4f28721be1c39c77d8834,True,HBM563.ZTXJ.296
HBM464.RSZW.375,413402fca1843c88670022fd9b68ff7e,7b4d9ca7452ea1303ecca268db1fccba,True,HBM683.HTPN.257
HBM466.RBPX.375,d90737b6f1563e164f8a30b4315205a0,c40da13b509a43ba96d3a6832f79bf71,True,HBM463.SSWN.245
HBM469.MJBC.894,5a7c5763aebc834b79aefd375bef42df,2dc005024c64b82e95e6e69d56407c0e,True,HBM729.RCXL.887
HBM469.MJBC.894,5a7c5763aebc834b79aefd375bef42df,2dc005024c64b82e95e6e69d56407c0e,True,HBM729.RCXL.887
