hubmap_id,uuid,rui
HBM876.HTRX.668,aa97a7c3e11e210bfa1629ee467bdcf6,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM537.GVTL.683,17fb6d5db17936acc8fb613ce98ab808,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM447.KCHB.778,911380980cd33eac5add7f72d86de146,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM552.PBBF.363,2a590db3d7ab1e1512816b165d95cdcf,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM282.BKRZ.254,44830922b634a9ecd4812b4f27ad4923,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM834.THPC.928,67c6b239cf0986423273c874dd8c5e66,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM958.GZCX.985,28d7789ef980031fb7278646fe43ffe1,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM684.TLPQ.738,781a16848177ef6567d4963a0eb9fb0a,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM476.VHDB.268,bca0d1d7fcb2bdcde16a31d1484e83e5,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM393.DZDZ.972,15882fef75843d5cef518853a0e8246d,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM942.NXWW.245,b5ff6c347488c45deafeb6316dc7925b,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM427.KFXP.323,2ee93cd3a39b317d58d3f308281a943e,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM634.QQWF.789,feea9accbe57b7a052563895ac543d91,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM664.LQSH.693,4348d5cf6485b949381a1c3358ab3f23,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM873.NSHG.559,5a6470730104461ebb4358a11f70bd56,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM258.HQCL.349,5c57b3574a103e4990c8ed54cd82c6e6,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM243.MTZV.726,5137facf6f24b87d325b886ec8e5fb1f,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM252.JLSW.848,f4b3c0e24e09e1e8c16f2e4e190a8cbb,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM246.KBZS.276,bba1f664447f3bf1bccb0b6ebf2f61ad,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM495.ZFDT.229,069a6930776ca28f8e10c3781aa13b56,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM242.HNLH.466,d655e506e3e07f345c65c3cc90d045e2,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM844.KXXX.692,8adfc58a225049fb0884a8289d560534,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM979.KNQM.454,0cecd7cf1da6f81d3654c1712a5d61a2,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM525.LRPL.332,4734034ae3026f586bab5269085ba0e6,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM332.KQWB.454,e3d2be85088ae5073758e6609167407a,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM688.FLJB.475,b0c09583b2a1b3c82eddce71706dba4b,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM347.MRTV.333,69e35548d14ef026c46ddbab31f761da,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM996.XSNK.694,10b22d398b548c141167d4d9c4cbd79e,https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c
HBM669.GWVL.893,1176b219b9ca81e0c5adef05ce695302,https://entity.api.hubmapconsortium.org/entities/1176b219b9ca81e0c5adef05ce695302
HBM399.TFTQ.282,4ea7a4cf1a6ff0df0cc33c1236633112,https://entity.api.hubmapconsortium.org/entities/2256c64aacd92af7028ffb33e478cf46
HBM382.HNKL.447,9049f48b97dc5edc737b67783a47e918,https://entity.api.hubmapconsortium.org/entities/243c742cc28978c406d650984d6eeffd
HBM537.LTFK.379,69a0ada10f4f119f99ce5f66cf3b1a94,https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76
HBM969.VNQL.553,27d32c5c8e5af5bef285fa773beee5b6,https://entity.api.hubmapconsortium.org/entities/27d32c5c8e5af5bef285fa773beee5b6
HBM892.MXFF.848,2d27debfce3d25040af54fb77b25427b,https://entity.api.hubmapconsortium.org/entities/2957761e1ed24c63f53714bd0d9bf25f
HBM992.XNZH.647,f1b130f1200ae1fabe56cb506245490c,https://entity.api.hubmapconsortium.org/entities/2c43806e840ffc9861abadf827c292fc
HBM574.NFCS.842,ec88a6b161dce97a2361b1479c69a036,https://entity.api.hubmapconsortium.org/entities/454f281ae77ccd7a1e2ab86f90c07263
HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d
HBM264.RWRW.668,c686b93a809ec1f54a0d96bc25d3d207,https://entity.api.hubmapconsortium.org/entities/f7c5d23701bf7e9fd88b93aa0f48443d
HBM773.WCXC.264,0487454555924b54dd3f5b5232e3c77e,https://entity.api.hubmapconsortium.org/entities/f7c5d23701bf7e9fd88b93aa0f48443d
HBM268.RGJT.587,c05a38c5210b870281b5aea01e290339,https://entity.api.hubmapconsortium.org/entities/f7c5d23701bf7e9fd88b93aa0f48443d
HBM432.BPZM.698,cd887a6beabc794992876ad7ee591f69,https://entity.api.hubmapconsortium.org/entities/539d08c341db65d371ae0687bb314bb3
HBM578.SRZG.769,06ff98c01295ca5ea504a676f73f9a09,https://entity.api.hubmapconsortium.org/entities/cc5da33c5239011f75c06918dad38914
HBM253.HFDZ.866,726f5d11ea3999141d7c3c37ec267d8b,https://entity.api.hubmapconsortium.org/entities/726f5d11ea3999141d7c3c37ec267d8b
HBM894.PGJZ.258,7e54c74b70ad6e71177f1705f2eecafe,https://entity.api.hubmapconsortium.org/entities/7e54c74b70ad6e71177f1705f2eecafe
HBM229.HKHH.537,8360fe86ced2d235571ebcd59ec2d545,https://entity.api.hubmapconsortium.org/entities/8360fe86ced2d235571ebcd59ec2d545
HBM865.PBJW.845,8cfd588e5bc4a31ea61d3a11eae0cf61,https://entity.api.hubmapconsortium.org/entities/8cfd588e5bc4a31ea61d3a11eae0cf61
HBM396.WPKL.954,9778e9d083094862b2874f3007f8fe76,https://entity.api.hubmapconsortium.org/entities/9778e9d083094862b2874f3007f8fe76
HBM839.TQNM.958,46e8ffd2350efd19f771c6fb6a51f6cc,https://entity.api.hubmapconsortium.org/entities/a5a5a3bff1df2a6c378d85316161bd5b
HBM764.ZCQR.585,99c5c80509be87d2356d19a9ed8b22ff,https://entity.api.hubmapconsortium.org/entities/a7c3ea8269b3a97ac9f39cb4a970666c
HBM797.PDPS.368,1b83223cf1f4446c625adbfb375ab3fd,https://entity.api.hubmapconsortium.org/entities/b2362226c142a855ddaa0fba0db29b95
HBM982.TPNQ.737,fa6d9c732c7f239422ec6b357136fcd4,https://entity.api.hubmapconsortium.org/entities/b6293bba61e3956b6546f4e6f47c8c3c
HBM375.ZKZZ.765,cfc125d6d916f121e92a8406a0502a38,https://entity.api.hubmapconsortium.org/entities/e92386147334ee241991e25d8ae3e04f
HBM654.BKGL.942,d78afa907431bb4c943e39de3e994c27,https://entity.api.hubmapconsortium.org/entities/d78afa907431bb4c943e39de3e994c27
HBM639.SGGN.469,e6a61a2aaec9809abf19f1f7b562f237,https://entity.api.hubmapconsortium.org/entities/e6a61a2aaec9809abf19f1f7b562f237
HBM297.VBLS.984,f187ff9a4631540a9aced9086c512d5e,https://entity.api.hubmapconsortium.org/entities/f187ff9a4631540a9aced9086c512d5e
